"SINTA_ID","Nama","id_univ","Universitas","id_dept","Departemen","Subject List","SINTA_Score_Overall","Scopus_Artikel","GScholar_Artikel"
"6776144","FAJAR PITARSI DHARMA","8333","Akademi Komunitas Industri Tekstil dan Produk Tekstil Surakarta","24504","D2 - Teknik Pembuatan Benang","Industrial Engineer, Mechanical, Machine, Engineer, Statistic","61","2","13"
"6677115","SYAIFUL ALAM","481","Universitas Padjadjaran","34201","S1 - Teknik Geologi","Geology, Stratigraphy, Statistics","109","3","14"
"6689790","MARIA BERNADETHA THERESIA MITAKDA","404","Universitas Brawijaya","49201","S1 - Statistika","Statistics","132","6","7"
"6646798","SAMSU HILAL","501","Universitas Sultan Ageng Tirtayasa","54211","S1 - Agroekoteknologi","Fisika Dasar, Statistika, Fisika Pertanian","76","3","3"
"6027192","SYAMSU ARLIS","497","Universitas Negeri Padang","U1","Unknown","IPA, STATISTIKA, METODOLOGI PENELITIAN, KE SD AN","94","1","34"
"6660083","SYITA FATIH 'ADNA","10","Universitas Tidar","84202","S1 - Pendidikan Matematika","Statistika, Pendidikan Matematika, Matematika","123","0","32"
"6664429","KHOTIMAH","1436","Universitas Serang Raya","84202","S1 - Pendidikan Matematika","Pendidikan Matematika, Statistika, Multimedia Pembelajaran","67","0","11"
"6688689","ARI PURWANTO SARWO PRASOJO","444","Badan Riset dan Inovasi Nasional","U1","Unknown","Statistics, Population, Social Data Science","64","2","28"
"5992831","ENDANG LISTYANI","381","Universitas Negeri Yogyakarta","84202","S1 - Pendidikan Matematika","Pendidikan Matematika, Statistika","133","3","9"
"6751676","MOH. YAMIN DARSYAH","201","Universitas Islam Negeri Walisongo Semarang","67201","S1 - Ilmu Politik","Education, Statistics, Data Analysis, Demography, Forcasting","262","4","76"
"6773367","MARSUDDIN MUSA","2630","Sekolah Tinggi Ilmu Ekonomi Enam Enam Kendari","62201","S1 - Akuntansi","Statistics, Applied Statistics, Econometrics","67","2","3"
"6022731","ASRI NURHAFSARI","1395","Universitas Islam Syekh-Yusuf","22201","S1 - Teknik Sipil","Matematika, Pendidikan, Statistika","65","0","11"
"6156062","ISRAIL SITEPU","587","Universitas Katolik Santo Thomas","46201","S1 - Pendidikan Matematika","Matematika, statistika","114","4","13"
"5986409","ENTIT PUSPITA","414","Universitas Pendidikan Indonesia","44201","S1 - Matematika","Statistika","258","6","43"
"6651081","DYAH SETYO RINI","402","Universitas Bengkulu","49201","S1 - Statistika","Statistika","107","4","31"
"6646793","UMU SA'ADAH","404","Universitas Brawijaya","94203","S1 - Ilmu Aktuaria","Komputasi Cerdas dan Sains Data, Statistika, Data Mining, Machine Learning.","210","8","19"
"6020141","ERNI MAIDIYAH","442","Universitas Syiah Kuala","86904","Profesi - Pendidikan Profesi Guru","Penelitian, Matematika, aljabar liniear, statistik, strategi belajar mengajar","127","3","28"
"6082778","JOKO PURWADI","386","Universitas Ahmad Dahlan","44201","S1 - Matematika","Mathematics, statistics","66","0","20"
"5988653","AMRIN","1290","Universitas Bina Sarana Informatika","56402","D3 - Teknologi Komputer","Data Mining, Statistik, Matematika, Basis Data, pemrograman","83","1","27"
"6704327","Ainun Mardia","4500","Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi","84202","S1 - Tadris Matematika","matematika, statistik, pendidikan matematika","76","0","26"
"6045412","GETUT PRAMESTI","8","Universitas Sebelas Maret","84202","S1 - Pendidikan Matematika","Statistics","403","9","68"
"5992759","MUHAMMAD YAHYA AHMAD","1418","Universitas Suryakancana","54201","S1 - Agribisnis","Agrobusiness, Education Social Scient, Statistik","104","0","15"
"6005448","DR.ASTI MEIZA, M.SI.","3511","Universitas Islam Negeri Sunan Gunung Djati Bandung","73201","S1 - Psikologi","Mathematics, Statistics, Psychometry","136","3","39"
"6075226","ERNA HAYATI","2093","Universitas Islam Lamongan","62201","S1 - Akuntansi","Statistika","93","0","16"
"6697179","ANDHITA DESSY WULANSARI","3543","Institut Agama Islam Negeri Ponorogo","U1","Unknown","Statistics, Measurement","167","2","28"
"6171416","AFFIATI OKTAVIARINA","499","Universitas Negeri Surabaya","44201","S1 - Matematika","Statistika","105","5","13"
"6167288","MINORA L NASUTION","497","Universitas Negeri Padang","84202","S1 - Pendidikan Matematika","Mathematics Education, Statistics, Applied Mathematics","119","4","23"
"6722882","QORRY MEIDIANINGSIH","435","Universitas Negeri Jakarta","84202","S1 - Pendidikan Matematika","Statistika","52","1","8"
"6001055","ASWAR ANAS","2564","Universitas Cokroaminoto Palopo","55201","S1 - Informatika","Statistics, mathematics","107","0","34"
"6003486","AGUS SUKMANA","1397","Universitas Katolik Parahyangan","44201","S1 - Matematika","statistics, mathematics education","231","4","54"
"5985401","RAHMA FAELASOFI","8472","Universitas Muhammadiyah Pringsewu Lampung","84202","S1 - Pendidikan Matematika","Statistik, statistika, pendidikan matematika","120","3","27"
"5985401","RAHMA FAELASOFI","8472","Universitas Muhammadiyah Pringsewu Lampung","84202","S1 - Pendidikan Matematika","Statistik, statistika, pendidikan matematika","120","3","27"
"6688193","HALWA ANNISA KHOIRI","2125","Universitas PGRI Madiun","26201","S1 - Teknik Industri","Statistics, Mathematics","143","4","23"
"6776557","FIDA FATHIYAH ADDINI","1213","Sekolah Tinggi Manajemen Asuransi Trisakti","94203","S1 - Aktuaria","Aktuaria, Statistika, Matematika","114","2","7"
"6763118","ROMY YUNIKA PUTRA","3521","Universitas Islam Negeri Imam Bonjol Padang","62202","S1 - Akuntansi Syariah","Statistics, Econometrics, Social Sciences","49","3","12"
"6090698","INDAH MANFAATI NUR","52","Universitas Muhammadiyah Semarang","49201","S1 - Statistika","Statistics, Data Analysis","112","1","59"
"6667913","AWIT MARWATI SAKINAH","1579","STMIK Tasikmalaya","57402","D3 - Komputerisasi Akuntansi","Statistika, Statistical modelling, forecasting, Time series, Analysist Statistic","127","0","11"
"5999455","MAYLITA HASYIM","2166","Universitas Bhinneka PGRI","84202","S1 - Pendidikan Matematika","Statistika","255","2","90"
"6752549","IRDAM AHMAD","4479","Universitas Pertahanan RI","59001","S3 - Ilmu Pertahanan","statistik, pendidikan","132","2","37"
"6129452","ZUHAR RICKY","2914","Universitas Dharmas Indonesia","85201","S1 - Pendidikan Jasmani, Kesehatan dan Rekreasi","Sports Education, Research Methodology, Statistics","71","0","30"
"6040181","TRIASTUTI WURYANDARI","6","Universitas Diponegoro","49201","S1 - Statistika","Statistika","379","2","107"
"6169301","HERI KURNIAWAN","1686","Universitas 'Aisyiyah Bandung","94205","S1 - Perdagangan Internasional","Statistics, actuarial science, Data Mining, Structural Equation Model","309","1","12"
"6708551","DIAN AGUSTINA","402","Universitas Bengkulu","49201","S1 - Statistika","Statistics","106","3","27"
"5978335","GDE PALGUNA REGANATA","2401","Universitas Bali Internasional","55281","S1 - Informatika","Statistika","89","0","15"
"6762966","AMANDA ADITYANINGRUM","508","Universitas Negeri Gorontalo","44201","S1 - Matematika","Statistics, Biostatistics, Regression, Linear Model","46","0","11"
"6703612","MOHAMMAD FAJRI","494","Universitas Tadulako","49201","S1 - Statistika","Statistics, Machine Learning, Non Parametrics","62","1","12"
"6791295","B. HANDOKO PURWOJATMIKO","4460","Politeknik STMI Jakarta","26301","D4 - Teknik Industri Otomotif","Teknik Industri, Statistik, Lean Manufaktur, Six Sigma","69","3","4"
"6014997","DEFI YUSTI FAIDAH","481","Universitas Padjadjaran","49201","S1 - Statistika","statistics","135","4","27"
"6787087","ILHAM FAISHAL MAHDY","1392","Universitas Islam Bandung","49201","S1 - Statistika","Statistika","45","2","6"
"5985037","DYAH HERAWATIE","380","Universitas Airlangga","57201","S1 - Sistem Informasi","Optimization, Statistics","141","2","62"
"6192320","LENI MARLENA","1083","Universitas Muhammadiyah Prof Dr Hamka","88203","S1 - Pendidikan Bahasa Inggris","Statistika","94","0","12"
"6706706","SYARIF HIDAYATULLAH","1394","Universitas Pakuan","55201","S1 - Ilmu Komputer","Statistika, Matematika, Sistem Pakar","152","0","5"
"6094666","RINA WIJAYANTI","2122","IKIP Budi Utomo","84202","S1 - Pendidikan Matematika","Statistika","87","0","15"
"6691535","SITTI SAHRIMAN","385","Universitas Hasanuddin","49201","S1 - Statistika","Statistics","111","3","22"
"6717391","ANDRE FEBRIAN KASMAR","545","Politeknik Negeri Padang","58301","D4 - Teknologi Rekayasa Perangkat Lunak","Networking, Telecommunication, Named Data, Statistic, Electrical","80","1","11"
"6745985","WIRAJAYA KUSUMA","2419","Universitas Bumigora","U1","Unknown","statistics","67","0","11"
"6779942","MIFTAHUL HUDA","4515","Universitas Bina Bangsa","49201","S1 - Statistika","matematika, statistika, komputasi, kriptografi","43","1","4"
"6019444","PRIYOUGIE","552","Politeknik Negeri Banjarmasin","57402","D3 - Komputerisasi Akuntansi","Matematika, Statistik","78","0","7"
"6010087","SRI NEVI GANTINI","1083","Universitas Muhammadiyah Prof Dr Hamka","48201","S1 - Farmasi","Statistic","53","1","9"
"6103333","DIAH AYU NOVITASARI","2093","Universitas Islam Lamongan","61201","S1 - Manajemen","Statistika","109","0","20"
"6014539","VITA DHAMERIA","1400","Universitas 17 Agustus 1945 Cirebon","63211","S1 - Ilmu Administrasi Niaga","Marketing, Statistik, Ilmu Ekonomi","75","1","12"
"6090101","ELOK FITRIANI RAFIKASARI","3531","Universitas Islam Negeri Sayyid Ali Rahmatullah Tulungagung","U1","Unknown","STATISTICS","58","1","30"
"6717856","ABDULLAH AHMAD DZIKRULLAH","382","Universitas Islam Indonesia","49201","S1 - Statistika","mathematics, statistics, actuarial science","50","0","9"
"6165491","SHANTIKA MARTHA","475","Universitas Tanjungpura","49201","S1 - Statistik","statistika","156","1","98"
"5984058","INDRIATI NJOTO BISONO","408","Universitas Kristen Petra","26201","S1 - Teknik Industri","Statistics","188","6","30"
"6004661","JUNIKA NAPITUPULU","584","Universitas Methodist Indonesia","61201","S1 - Manajemen","Statistik, Ekonomi, Computer Science","185","7","28"
"6014849","HAYANI ANASTASIA","444","Badan Riset dan Inovasi Nasional","U1","Unknown","epidemiology, schistosomiasis, dengue, ntd, statistic","143","3","64"
"6006396","HARMINI","428","Institut Pertanian Bogor","U1","Unknown","Economics, Statistics, Agribusiness","173","1","14"
"6019511","ENNY KERISTIANA SINAGA","500","Universitas Negeri Medan","83205","S1 - Pendidikan Teknik Bangunan","statistika, teknologi pendidikan","239","5","27"
"6800261","ALFI FADLIANA","426","Politeknik Elektronika Negeri Surabaya","U1","Unknown","Statistics, Regression Analysis, Clustering Analysis, Spatial Data Analysis","49","2","13"
"6153614","FAHMI","553","Politeknik Negeri Lhokseumawe","20402","D3 - Teknologi Telekomunikasi","Statistika","44","1","5"
"5997138","DWI YULI RAKHMAWATI","499","Universitas Negeri Surabaya","87211","S1 - Pendidikan Tata Niaga","Statistics","140","4","0"
"5998925","RADEN BAGUS FAJRIYA HAKIM","382","Universitas Islam Indonesia","49101","S2 - Statistika","Statistics","470","12","49"
"6759113","ANGGA DWI MULYANTO","3513","Universitas Islam Negeri Maulana Malik Ibrahim Malang","44201","S1 - Matematika","Statistics, GIS, Programming, Spatial","173","5","22"
"6784508","PRISKA RESTU UTAMI","407","Universitas Gunadarma","26201","S1 - Teknik Industri","networking, statistic","53","0","6"
"6111416","RENATALIA FIKA","3058","Akademi Farmasi Dwi Farma","48401","D3 - Farmasi","Pendidikan Matematika, Matematika, Statistika","77","1","17"
"6717250","HERRY PRAMONO","409","Universitas Katolik Indonesia Atma Jaya","61201","S1 - Manajemen","Statistika","61","1","9"
"6696675","WIDYA NOVIANA NOOR","3554","Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda","86208","S1 - Pendidikan Agama Islam","Statistik, Metodologi Penelitian, Evaluasi Pendidikan","45","0","6"
"6666471","ENDAH TRI ESTI HANDAYANI","1061","Universitas Nasional","57201","S1 - Sistem Informasi","statistika, manajemen proyek, SPK","45","1","2"
"6721734","MOCHAMMAD ILYAS JUNJUNAN","3516","Universitas Islam Negeri Sunan Ampel","62201","S1 - Akuntansi","Akuntansi Manajemen, Statistika","44","0","24"
"6805349","RIFANI NUR SINDY SETIAWAN","399","Universitas Mataram","U1","Unknown","Statistics","50","0","9"
"6181262","AKBAR RIZKI","428","Institut Pertanian Bogor","49201","S1 - Statistika dan Sains Data","Statistika","74","1","26"
"6173360","VEMBRI NOOR HELIA","382","Universitas Islam Indonesia","26201","S1 - Teknik Industri","supply chain management, six sigma, quality, statistic","395","15","22"
"6675693","MEYLANI TUTI","1197","STIE Pariwisata Internasional","61201","S1 - Manajemen","Bahasa Inggris, Marketing, Manajemen, Statistik, keuangan","62","1","46"
"6722313","I GUSTI AGUNG MAS KRISNA KOMALA SARI","546","Politeknik Negeri Bali","93303","D4 - Manajemen Bisnis Pariwisata","Statistika","106","0","20"
"6023794","MUTIAH SALAMAH CHAMID","417","Institut Teknologi Sepuluh Nopember","U1","Unknown","statistics","322","9","30"
"6023794","MUTIAH SALAMAH CHAMID","417","Institut Teknologi Sepuluh Nopember","U1","Unknown","statistics","322","9","30"
"5973834","YENNY LEGO","476","Universitas Tarumanagara","61201","S1 - Manajemen","Manajemen Pemasaran, Manajemen Operasional, Statistika, Matematika Bisnis.","45","0","11"
"6072082","NASRAH SIRAJANG","385","Universitas Hasanuddin","49201","S1 - Statistika","Statistics","51","2","21"
"6023528","DAME IFA SIHOMBING","579","Universitas HKBP Nommensen","84102","S2 - Pendidikan Matematika","operation research, real analysis, statistic","97","0","18"
"5994926","SUDARYAT NURDIN AKHMAD","414","Universitas Pendidikan Indonesia","86201","S1 - Bimbingan Dan Konseling","Bimbingan dan Konseling, Asesmen, Statistika, Metode Penelitian, dan Pengembangan Identitas","134","0","7"
"5983869","WORO APRILIANA SARI","9","Universitas Negeri Semarang","U1","Unknown","psikologi pendidikan, statistika, psikometri","66","2","6"
"6782035","KHALILAH NURFADILAH","3515","Universitas Islam Negeri Alauddin Makassar","44201","S1 - Matematika","Statistika","57","0","16"
"6015131","M. IMRON MAS'UD","2096","Universitas Yudharta Pasuruan","26201","S1 - Teknik Industri","Teknik Industri, Penelitian Operational, Produktivitas, Statistik","106","0","22"
"6659256","DADANG RUHIAT","1435","Universitas Bale Bandung","44201","S1 - Matematika","Statistika","94","0","12"
"6716458","R. KUSHERDYANA","4402","Politeknik Pariwisata NHI Bandung","93201","S1 - Industri Perjalanan Wisata","Statistic, Research Metodology, Understanding Accross Culture","100","0","16"
"6776855","ERNA APRIANI","626","Universitas Pelita Bangsa","61209","S1 - Bisnis Digital","Ekonomi, Science, Statistik, Manajemen, Keuangan","36","0","8"
"5995929","NOVIYANTI SANTOSO","417","Institut Teknologi Sepuluh Nopember","49501","D4 - Statistika Bisnis","Data mining, machine learning, statistics","120","3","15"
"6738675","MEILIYANI SIRINGORINGO","411","Universitas Mulawarman","49201","S1 - Statistika","Statistika","57","2","33"
"259991","ENDANG RETNO NUGROHO R","1061","Universitas Nasional","20201","S1 - Teknik Elektro","Mathematics, Statistics, Computer Science","85","3","16"
"6046439","TARMIZI","4790","Universitas Muhammadiyah Aceh","62201","S1 - Akuntansi","Statistik, Matematika, Ekonomi Islam","82","0","26"
"5972803","HASNAWATI","392","Universitas Halu Oleo","84202","S1 - Pendidikan Matematika","Pendidikan Matematika, Statistika","103","2","25"
"6687959","RARRI BIAN RYANDI","3023","Universitas Adiwangsa Jambi","84202","S1 - Pendidikan Matematika","Statistik, geometri, program linier","88","0","4"
"6014976","JOHANNIS TAKARIA","492","Universitas Pattimura","86206","S1 - Pendidikan Guru Sekolah Dasar","Pendidikan Matematika, Ilmu Pendidikan, Statistika","107","2","26"
"6165212","CICI SUHAENI","428","Institut Pertanian Bogor","49201","S1 - Statistika dan Sains Data","Statistics, Islamic Economic, Social Science, Education, Bussiness","119","4","37"
"6744887","RITO GOEJANTORO","411","Universitas Mulawarman","49201","S1 - Statistika","statistics","93","2","58"
"260183","SRI IRAWATI","2076","Universitas Madura","84202","S1 - Pendidikan Matematika","Pendidikan Matematika, Statistik, Program Linier","186","0","13"
"6123662","MIEKE NURMALASARI","1080","Universitas Esa Unggul","13363","D4 - Manajemen Informasi Kesehatan","Statistics, Biostatistics","77","0","29"
"6721833","NURFITRI IMRO'AH","475","Universitas Tanjungpura","49201","S1 - Statistik","Statistika","134","0","63"
"6090518","SUNARMI","9","Universitas Negeri Semarang","U1","Unknown","Statistik, aljabar","253","1","3"
"6019317","JULIUS HENDRIK LOLOMBULAN","498","Universitas Negeri Manado","U1","Unknown","Statistika, Matematika","92","2","39"
"5982571","AMRINA RIZTA","832","Universitas Muhammadiyah Palembang","84202","S1 - Pendidikan Matematika","matematika, pendidikan, evaluasi, pembelajaran, statistika","110","0","11"
"5978850","LUH JUNI ASRINI","412","Universitas Katolik Widya Mandala Surabaya","26201","S1 - Teknik Industri","Quality Engineering, Statistics, Mathematics","112","4","13"
"6772008","NANDA RIZQIA PRADANA RATNASARI","1122","Institut Bio Scientia Internasional Indonesia","11210","S1 - Bio informatika","Statistics, Machine Learning","55","0","9"
"6003324","IUT TRI UTAMI","6","Universitas Diponegoro","49201","S1 - Statistika","Statistika","96","0","25"
"6022249","NUR ARINA HIDAYATI","386","Universitas Ahmad Dahlan","84202","S1 - Pendidikan Matematika","Mathematic Education, Statistics","67","0","24"
"6682899","RISNI JULAENI YUHAN","4328","Politeknik Statistika STIS","49401","D3 - Statistika","Statistika","58","0","36"
"6711110","SRI RIZQI WAHYUNINGRUM","3541","Institut Agama Islam Negeri Madura","70232","S1 - Bimbingan dan Konseling Pendidikan Islam","Statistika","65","1","16"
"6042233","SHOFWAN","404","Universitas Brawijaya","60201","S1 - Ekonomi Pembangunan","Environmental Economics, Public Economics, Statistics, Macroeconomics","127","1","22"
"6733627","SANLLY JOANNE LATUPEIRISSA","492","Universitas Pattimura","49201","S1 - Statistika","Statistika","46","2","11"
"6673354","HASTA HERLAN ASYMAR","1290","Universitas Bina Sarana Informatika","56402","D3 - Teknologi Komputer","Matematika, Statistik","38","1","10"
"6802490","MEILINA RETNO HAPSARI","2079","Universitas Gajayana","45201","S1 - Fisika","Statistika","32","0","3"
"6012417","KATRI WIDAYANI","1111","Institut Teknologi Indonesia","61201","S1 - Manajemen","Statistik","55","0","3"
"6171791","MUCHAMMAD SIDQON","2036","Universitas 17 Agustus 1945 Surabaya","55201","S1 - Teknik Informatika","Matematika Komputasi, Statistika","43","0","0"
"6692188","I NYOMAN BAGUS PRAMARTHA, M.PD.","2428","Institut Teknologi dan Bisnis STIKOM Bali","57201","S1 - Sistem Informasi","kalkulus, storyboarding, matematika diskrit, statistik","118","1","0"
"6791340","THOMAS NADEAK","1449","Universitas Buana Perjuangan Karawang","61201","S1 - Manajemen","Statistik, Komputer Akuntansi","50","0","15"
"6792518","INGKA RIZKYANI AKOLO","3526","IAIN Sultan Amai Gorontalo","86232","S1 - Pendidikan Guru Madrasah Ibtidaiyah (PGMI)","Statistics, Math, Spatial, Timeseries","52","0","25"
"6755373","SITI QOMARIYAH","185","Institut Agama Islam Negeri Kudus","U1","Unknown","statistika","31","1","2"
"6682585","KOMANG HARI SANTHI DEWI","2428","Institut Teknologi dan Bisnis STIKOM Bali","56201","S1 - Sistem Komputer","Pendidikan, Statistik","57","1","27"
"19518","ALI MUHSON","381","Universitas Negeri Yogyakarta","86001","S3 - Ilmu Pendidikan","Educational Assessment, Educational Measurement, Research Methodology, Statistics, Economics Education","495","3","75"
"6741243","HATTAMI AMAR","944","Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Pahlawan 12","63201","S1 - Ilmu Administrasi Negara","Statistik","33","0","6"
"5996280","PEPI NOVIANTI","402","Universitas Bengkulu","49201","S1 - Statistika","Statistika","137","4","93"
"6080540","HARY PURWANTO","345","Sekolah Tinggi Teologi Simpson Ungaran","86208","S1 - Pendidikan Agama Kristen","Metodologi Penelitian, Statistika, Evaluasi Pendidikan","38","0","6"
"6100559","MARIO VALENTINUS POLUAKAN","2555","Universitas Katolik De La Salle Manado","54201","S1 - Agribisnis","Analisa Kuantitatif, Ekonometrika, Statistika, UMKM, Kewirausahaan","129","1","27"
"6667514","AGUS SETIAWAN","539","Politeknik Negeri Jakarta","20304","D4 - Teknik Multimedia Digital","matematika diskrit dan aljabar linear, statistika, metodologi penelitian, robotika dan embedded system, teknologi web","40","0","1"
"5985594","I KETUT SUKADA","433","Universitas Udayana","U1","Unknown","Statistika","174","0","35"
"6667514","AGUS SETIAWAN","539","Politeknik Negeri Jakarta","20304","D4 - Teknik Multimedia Digital","matematika diskrit dan aljabar linear, statistika, metodologi penelitian, robotika dan embedded system, teknologi web","40","0","1"
"6157712","ARTANTI INDRASETIANINGSIH","2077","Universitas PGRI Adi Buana Surabaya","49201","S1 - Statistika","statistics, time series","105","0","24"
"70397","NURHAYADI","494","Universitas Tadulako","84102","S2 - Pendidikan Matematika","Statistics, Time Series, Fuzzy","170","6","19"
"6802494","GUSTRIZA ERDA","415","Universitas Riau","49201","S1 - Statistika","Statistics, Data","86","2","29"
"6040467","AGUS HIKMAT SYAF","3511","Universitas Islam Negeri Sunan Gunung Djati Bandung","84202","S1 - Pendidikan Matematika","Statistika","63","3","4"
"6033046","ZAMZAILI","402","Universitas Bengkulu","84102","S2 - Pendidikan Matematika","Evaluasi Pendidikan, Pendidikan Matematika, Statistika","108","0","88"
"6647576","WAGIMIN","3137","Universitas Balikpapan","20201","S1 - Teknik Elektro","manajemen proyek, statistik, AHP","30","1","4"
"5975274","TONAH","1399","Universitas Swadaya Gunung Jati","61201","S1 - Manajemen","Statistika","54","0","1"
"6176717","MISHBAH ULHUSNA","2900","Universitas Putra Indonesia Yptk Padang","55201","S1 - Teknik Informatika","Matematika, Statistika, Matriks dan Aljabar Linear","44","0","15"
"6199263","AGUNG PURWO WICAKSONO","28","Universitas Muhammadiyah Purwokerto","55201","S1 - Teknik Informatika","Information System, Networking, Cloud, Statistics","66","0","7"
"6152579","FITRI MUDIA SARI","497","Universitas Negeri Padang","49401","D3 - Statistika","statistika","69","1","14"
"6018675","SRI SUHARSIH","526","Universitas Pembangunan Nasional Veteran Yogyakarta","60101","S2 - Ilmu Ekonomi","Statistik, Ekonometrika","66","0","18"
"6141254","KIM BUDIWINARTO","206","Universitas Surakarta","61201","S1 - Manajemen","Statistika","94","0","41"
"6162209","RACHMAWATY HAROEN","1119","Sekolah Tinggi Manajemen Informatika dan Komputer Jayakarta","U1","Unknown","Manajemen, Statistika, Pertanian","28","0","18"
"6106430","NI KETUT HARIYAWATI DHARMI","1409","Universitas Jenderal Achmad Yani","20201","S1 - Teknik Elektro","Telekomunikasi, Energi, Statistik","187","5","15"
"6074439","ATIK FEBRIANI","228","Institut Teknologi Telkom Purwokerto","26201","S1 - Teknik Industri","Teknik Industri, Supply Chain Management, Project Management, Data Mining, Statistik","50","0","23"
"6654602","CYNTHIA RAHMAWATI","1088","Universitas Dirgantara Marsekal Suryadarma","26201","S1 - Teknik Penerbangan","manajemen bencana, statistik","31","2","10"
"6021540","ALFIRA MULYA ASTUTI","3529","Universitas Islam Negeri Mataram","84202","S1 - Tadris Matematika","Pendidikan matematika, Statistika, dan matematika","190","0","17"
"6655170","HANI KHAULASARI","2120","IKIP Widya Darma","U1","Unknown","Statistika, Spatial, Time Series, Quality Control, Data Sains","216","0","31"
"6685607","TUTI GANTINI","1410","Universitas Winaya Mukti","54101","S2 - Agribisnis","Agribisnis, Statistika","68","1","20"
"5987179","JULIA DAMAYANTI","477","Universitas Trisakti","22201","S1 - Teknik Sipil","Statistika, Matematika","63","0","23"
"6761439","LISA HARSYIAH","399","Universitas Mataram","44201","S1 - Matematika","Statistika","41","0","6"
"6018875","MOZART WINSTON TALAKUA","492","Universitas Pattimura","44201","S1 - Matematika","Statistika","112","0","51"
"6042346","GANDA SIRAIT","2906","Universitas Putera Batam","26201","S1 - Teknik Industri","Otomasi sistem produksi, Statistika","105","0","27"
"6731154","HENDY","704","S.T. Manajemen Bisnis Multi Sarana Manajemen Administrasi dan Rekayasa Teknologi","61201","S1 - Manajemen","Statistika, Matematika","27","0","5"
"6099811","SHOFI ANDARI","417","Institut Teknologi Sepuluh Nopember","49201","S1 - Statistika","Statistics, Bioinformatics, Computational Biology, Stochastic processes","218","5","16"
"6003958","YENI RAFITA SIHOMBING","600","Universitas Prima Indonesia","61201","S1 - Manajemen","statistic, Ekonomi Terapan","50","0","8"
"6119834","RIZANI TEGUH","8244441","Universitas Multi Data Palembang","57201","S1 - Sistem Informasi","Sistem Informasi, Matematika, Statistik","53","0","20"
"6762606","TARUGA RUNADI","300","Politeknik Ilmu Pelayaran Semarang","U1","Unknown","Mathematics, Mathematics Education, Statistics","55","2","2"
"6082972","NENENG SUNENGSIH","481","Universitas Padjadjaran","U1","Unknown","Statistics","112","0","70"
"6748047","RACHMAWATI DHARMA ASTUTI","1290","Universitas Bina Sarana Informatika","56402","D3 - Teknologi Komputer","data mining, statistika, Netwoking","69","3","10"
"6005949","AGUS EDY RANGKUTI","540","Politeknik Negeri Medan","63311","D4 - Manajemen Bisnis","statistics, economics, business and Management","46","0","27"
"6183122","NGADIMAN DJAJA","478","Universitas Kristen Krida Wacana","73201","S1 - Psikologi","Psychometrics, Item Response Theory, Computer Adaptive Test, Statistics","152","6","14"
"6734280","LAURA SARI","15","Politeknik Negeri Cilacap","55401","D3 - Teknik Informatika","Math, Enginering, Statistic","38","0","6"
"6652257","KHOIRUN NISA","2122","IKIP Budi Utomo","84205","S1 - Pendidikan Biologi","fisika dasar, statistika","68","0","22"
"6673940","ANNY EKA PRATIWI","2369","Universitas Warmadewa","11201","S1 - Kedokteran","Public Health, Health Economic, Statistics","99","3","19"
"6724085","DEVI NURTIYASARI","3512","Universitas Islam Negeri Sunan Kalijaga","86232","S1 - Pendidikan Guru Madrasah Ibtidaiyah","neural network, statistics, mathematics","58","2","5"
"6763469","RIZKA PITRI","3528","Universitas Islam Negeri Raden Intan Lampung","71201","S1 - Ilmu Perpustakaan dan Informasi Islam","Statistics","30","0","6"
"6001538","JOSE RIZAL","402","Universitas Bengkulu","44201","S1 - Matematika","Statistika","167","3","69"
"6046420","HARTAYUNI SAIN","494","Universitas Tadulako","49201","S1 - Statistika","statistika","106","2","3"
"6001538","JOSE RIZAL","402","Universitas Bengkulu","44201","S1 - Matematika","Statistika","167","3","69"
"5982629","KISRO EDDY","834","Universitas Sang Bumi Ruwa Jurai","U1","Unknown","management, statistics, human resources","31","0","2"
"6815490","MASITHOH YESSI ROCHAYANI","6","Universitas Diponegoro","U1","Unknown","Statistics","67","2","8"
"6666576","ANNISA MARTINA, S.SI., M.SI.","3511","Universitas Islam Negeri Sunan Gunung Djati Bandung","44201","S1 - Matematika","Statistics, Applied mathematics","28","0","6"
"6645166","MARFUA SUEBUDIN","1692","STKIP Pangeran Dharma Kusuma Segeran Juntinyuat Indramayu","87220","S1 - Pendidikan Ekonomi","Statistik","25","0","4"
